Row ID,Product ID,Sales,Quantity,Discount,Profit
240,FUR-FU-10004351,11.688,3,0.6,-4.6752
241,TEC-PH-10000011,31.984,2,0.2,11.1944
242,FUR-TA-10002607,177.225,5,0.5,-120.513
243,FUR-FU-10002505,4.044,3,0.6,-2.8308
244,OFF-AR-10004685,7.408,2,0.2,1.2038
245,FUR-CH-10004063,2001.86,7,0,580.5394
246,OFF-ST-10002276,166.72,2,0,41.68
247,OFF-PA-10004082,47.88,6,0,23.94
248,OFF-AP-10002945,1503.25,5,0,496.0725
249,OFF-PA-10000061,25.92,4,0,12.4416
250,FUR-CH-10002965,321.568,2,0.2,28.1372
251,OFF-PA-10004569,7.61,1,0,3.5767
252,TEC-AC-10003832,3347.37,13,0,636.0003
253,OFF-ST-10001228,80.58,6,0,22.5624
254,OFF-EN-10003296,361.92,4,0,162.864
255,FUR-FU-10002505,12.132,9,0.6,-8.4924
256,OFF-ST-10004804,82.368,2,0.2,-19.5624
257,OFF-ST-10001590,53.92,5,0.2,4.044
258,TEC-PH-10001580,647.904,6,0.2,56.6916
259,TEC-AC-10000290,20.37,3,0,6.9258
260,OFF-ST-10002790,221.55,3,0,6.6465
261,OFF-BI-10003460,17.52,5,0.2,6.132
262,OFF-AP-10002203,1.624,2,0.8,-4.466
263,TEC-MA-10000822,3059.982,3,0.4,-509.997
264,TEC-MA-10003353,2519.958,7,0.4,-251.9958
265,TEC-PH-10001433,328.224,4,0.2,28.7196
266,TEC-AC-10004469,79.9,2,0,35.156
267,OFF-AR-10003602,14.016,3,0.2,4.7304
268,OFF-FA-10003472,7.56,6,0,0.3024
269,OFF-ST-10004180,37.208,1,0.2,-7.4416
270,OFF-EN-10004386,57.576,3,0.2,21.591
271,OFF-ST-10003208,725.84,4,0,210.4936
272,TEC-AC-10003628,209.93,7,0,92.3692
273,FUR-FU-10003274,5.28,3,0,2.3232
274,OFF-BI-10002557,10.92,3,0.2,4.095
275,OFF-PA-10002615,8.82,2,0,4.0572
276,OFF-AR-10001427,5.98,1,0,1.5548
277,OFF-PA-10000673,11.648,2,0.2,4.0768
278,OFF-PA-10004470,18.176,4,0.2,5.9072
279,OFF-ST-10000876,59.712,6,0.2,5.9712
280,OFF-LA-10002043,24.84,3,0.2,8.694
281,OFF-BI-10004967,2.08,5,0.8,-3.432
282,TEC-PH-10001760,1114.4,7,0.2,376.11
283,FUR-TA-10002903,1038.84,5,0.2,51.942
284,OFF-PA-10000474,141.76,5,0.2,47.844
285,TEC-AC-10001956,239.8,5,0.2,47.96
286,OFF-PA-10004100,31.104,6,0.2,10.8864
287,OFF-BI-10000778,254.058,7,0.7,-169.372
288,OFF-AP-10002684,194.528,2,0.2,24.316
289,OFF-SU-10000646,961.48,5,0.2,-204.3145
290,OFF-FA-10002983,19.096,7,0.2,6.6836
291,OFF-LA-10004689,18.496,8,0.2,6.2424
292,TEC-AC-10002001,255.984,2,0.2,54.3966
293,FUR-BO-10004709,86.97,3,0.5,-48.7032
294,FUR-FU-10004091,300.416,8,0.2,78.8592
295,FUR-CH-10001891,230.352,3,0.2,20.1558
296,FUR-FU-10002918,218.352,3,0.2,-24.5646
297,OFF-BI-10004593,78.6,5,0.7,-62.88
298,OFF-FA-10004854,27.552,3,0.2,9.2988
299,OFF-PA-10002105,32.4,5,0,15.552
300,OFF-ST-10002756,1082.48,8,0,10.8248
301,OFF-PA-10004243,56.91,3,0,27.3168
302,FUR-FU-10001861,77.6,4,0,38.024
303,OFF-BI-10002706,14.28,1,0,6.5688
304,FUR-TA-10002533,219.075,3,0.5,-131.445
305,FUR-FU-10002671,26.8,2,0,12.864
306,OFF-AR-10003651,9.84,3,0,2.8536
307,OFF-BI-10001072,45.48,3,0,20.9208
308,OFF-AR-10002135,289.2,6,0,83.868
309,OFF-AR-10002804,4.89,1,0,2.0049
310,FUR-FU-10001918,15.136,4,0.2,3.5948
311,FUR-CH-10004086,466.768,2,0.2,52.5114
312,FUR-FU-10001756,15.232,1,0.2,1.7136
313,OFF-LA-10000634,6.264,3,0.2,2.0358
314,FUR-FU-10001588,87.54,3,0,37.6422
315,TEC-PH-10002398,178.384,2,0.2,22.298
316,OFF-PA-10001937,15.552,3,0.2,5.4432
317,OFF-AR-10003373,99.136,4,0.2,8.6744
318,FUR-CH-10002602,135.882,1,0.1,24.1568
319,TEC-MA-10002927,3991.98,2,0,1995.99
320,TEC-PH-10004093,275.94,6,0,80.0226
321,TEC-AC-10000892,360,4,0,129.6
322,OFF-ST-10002974,43.57,1,0,13.071
323,OFF-FA-10000624,7.16,2,0,3.58
324,OFF-BI-10004593,251.52,6,0.2,81.744
325,TEC-AC-10001908,99.99,1,0,34.9965
326,FUR-FU-10001967,15.992,1,0.2,0.9995
327,TEC-PH-10003645,290.898,3,0.4,-67.8762
328,OFF-ST-10000675,54.224,2,0.2,3.389
329,FUR-CH-10003312,786.744,4,0.3,-258.5016
330,OFF-LA-10001074,100.24,10,0.2,33.831
331,OFF-BI-10001524,37.764,6,0.7,-27.6936
332,TEC-PH-10004614,82.8,2,0.4,-20.7
333,OFF-BI-10001153,20.724,2,0.7,-13.816
334,OFF-BI-10001982,4.896,3,0.7,-3.4272
335,OFF-BI-10001922,4.752,1,0.2,1.6038
336,TEC-CO-10001449,959.984,2,0.2,335.9944
337,OFF-BI-10004140,14.368,4,0.2,4.49
338,OFF-BI-10003314,7.712,2,0.2,2.7956
339,FUR-TA-10004575,698.352,3,0.2,-17.4588
340,OFF-FA-10000490,4.96,4,0,2.3312
341,OFF-AR-10000122,17.856,4,0.2,1.116
342,OFF-BI-10003656,509.97,10,0.7,-407.976
343,OFF-FA-10002780,30.992,13,0.2,10.0724
344,TEC-PH-10000702,71.928,12,0.4,8.3916
345,OFF-ST-10000107,88.8,4,0.2,-2.22
346,TEC-PH-10002293,47.976,3,0.2,4.7976
347,OFF-AR-10004027,7.56,3,0,3.0996
348,OFF-PA-10000249,24.56,2,0,11.5432
349,OFF-AR-10001374,12.96,2,0,4.1472
350,TEC-AC-10000290,6.79,1,0,2.3086
351,OFF-PA-10001970,24.56,2,0,11.5432
352,OFF-BI-10002160,3.048,1,0.2,1.0668
353,OFF-PA-10001970,49.12,4,0,23.0864
354,OFF-BI-10004995,4355.168,4,0.2,1415.4296
355,FUR-BO-10002268,388.704,6,0.2,-4.8588
356,OFF-EN-10001137,8.26,2,0,3.7996
357,OFF-AR-10002399,17.04,4,0,6.9864
358,OFF-PA-10002713,34.4,5,0,15.824
359,OFF-PA-10002666,36.24,5,0.2,11.325
360,OFF-AP-10001124,647.84,8,0,168.4384
361,OFF-LA-10001158,20.7,2,0,9.936
362,OFF-LA-10001158,20.7,2,0,9.936
363,FUR-CH-10000785,488.646,3,0.1,86.8704
364,OFF-AR-10003732,5.56,2,0,1.4456
365,FUR-FU-10000023,47.12,8,0,20.7328
366,OFF-ST-10001713,211.96,4,0,8.4784
367,OFF-BI-10002412,23.2,4,0,10.44
368,OFF-SU-10001225,7.36,2,0,0.1472
369,OFF-ST-10002406,104.79,7,0,29.3412
370,FUR-BO-10002545,1043.92,4,0,271.4192
371,OFF-PA-10002036,25.92,5,0.2,9.396
372,OFF-ST-10002205,53.424,3,0.2,4.6746
373,OFF-BI-10001982,8.16,5,0.7,-5.712
374,TEC-AC-10003911,1023.936,8,0.2,179.1888
375,OFF-AR-10000658,9.24,1,0.2,0.924
376,TEC-AC-10002076,479.04,10,0.2,-29.94
377,OFF-PA-10003039,99.136,4,0.2,30.98
378,FUR-TA-10004915,1488.424,7,0.3,-297.6848
379,OFF-AP-10000696,8.652,3,0.8,-20.3322
380,OFF-ST-10003327,23.832,3,0.2,2.6811
381,OFF-BI-10000309,12.176,4,0.8,-18.8728
382,OFF-PA-10004734,50.96,7,0,25.48
383,OFF-BI-10002225,49.536,3,0.2,17.3376
384,TEC-AC-10004708,41.9,2,0,8.799
385,FUR-TA-10000617,375.4575,3,0.45,-157.0095
386,TEC-AC-10002335,83.976,3,0.2,-1.0497
387,TEC-MA-10001681,482.34,4,0.7,-337.638
388,FUR-FU-10001935,2.96,1,0.2,0.777
389,OFF-AR-10004757,2.624,1,0.2,0.4264
390,OFF-BI-10000050,23.36,4,0.2,7.884
391,TEC-AC-10001998,39.98,2,0,13.5932
392,TEC-PH-10003012,246.384,2,0.2,27.7182
393,TEC-CO-10002313,1799.97,3,0,701.9883
394,OFF-BI-10003982,12.462,3,0.8,-20.5623
395,OFF-BI-10004492,75.792,3,0.2,25.5798
396,OFF-ST-10000798,49.96,2,0,9.4924
397,OFF-PA-10002552,12.96,2,0,6.2208
398,OFF-SU-10002573,70.12,4,0,21.036
399,OFF-ST-10001580,35.952,3,0.2,3.5952
400,FUR-BO-10004834,2396.2656,4,0.32,-317.1528
401,OFF-ST-10000934,131.136,4,0.2,-32.784
402,TEC-AC-10000158,57.584,2,0.2,0.7198
403,OFF-PA-10001947,9.568,2,0.2,3.4684
404,OFF-AR-10003478,39.072,6,0.2,9.768
405,OFF-AP-10004249,35.91,3,0,9.6957
406,TEC-AC-10000158,179.95,5,0,37.7895
407,TEC-CO-10004115,1199.976,3,0.2,434.9913
408,OFF-PA-10003724,27.15,5,0,13.3035
409,FUR-TA-10002041,1004.024,7,0.2,-112.9527
410,OFF-PA-10002893,9.68,1,0,4.6464
411,OFF-LA-10003766,28.35,9,0,13.608
412,OFF-PA-10001970,55.98,1,0,27.4302
413,FUR-BO-10001972,1336.829,13,0.15,31.4548
414,FUR-CH-10003956,113.568,2,0.2,-18.4548
415,OFF-PA-10000157,139.86,7,0,65.7342
416,FUR-CH-10001891,307.136,4,0.2,26.8744
417,OFF-AR-10004344,95.92,8,0,25.8984
418,FUR-CH-10004886,383.8,5,0.2,38.38
419,OFF-PA-10003845,5.78,1,0,2.8322
420,OFF-AR-10001573,9.32,4,0,2.7028
421,OFF-EN-10000483,15.25,1,0,7.015
422,TEC-AC-10004114,196.752,6,0.2,56.5662
423,FUR-FU-10004712,56.56,4,0,14.7056
424,OFF-ST-10000918,32.7,3,0,8.502
425,FUR-CH-10000015,866.4,4,0,225.264
426,FUR-FU-10003347,28.4,2,0,11.076
427,OFF-BI-10001543,287.92,8,0,138.2016
428,TEC-MA-10000029,69.99,1,0,30.0957
429,OFF-AR-10000369,6.672,6,0.2,0.5004
430,OFF-BI-10004584,189.588,2,0.7,-145.3508
431,TEC-AC-10004659,408.744,7,0.2,76.6395
432,TEC-AC-10004659,291.96,5,0.2,54.7425
433,OFF-ST-10000617,4.768,2,0.2,-0.7748
434,OFF-ST-10003306,714.3,5,0,207.147
435,OFF-BI-10000773,4.812,2,0.7,-3.6892
436,TEC-AC-10002600,247.8,5,0.2,-18.585
437,TEC-MA-10002937,1007.979,3,0.3,43.1991
438,OFF-PA-10001970,313.488,7,0.2,113.6394
439,OFF-PA-10002230,31.872,8,0.2,11.5536
440,FUR-CH-10003396,207.846,3,0.1,2.3094
441,FUR-FU-10000246,12.22,1,0,3.666
442,OFF-ST-10000060,194.94,3,0,23.3928
443,OFF-ST-10003058,70.95,3,0,20.5755
444,OFF-PA-10002222,91.36,4,0,42.0256
445,FUR-CH-10002372,242.94,3,0,29.1528
446,OFF-LA-10001317,22.05,7,0,10.584
447,FUR-FU-10000206,2.91,1,0,1.3677
448,OFF-AR-10000588,59.52,3,0,15.4752
449,OFF-ST-10001469,161.94,3,0,9.7164
450,OFF-AR-10001953,263.88,6,0,71.2476
451,OFF-AR-10003156,30.48,3,0,7.9248
452,OFF-AR-10004974,9.84,3,0,2.8536
453,TEC-PH-10002365,35.12,4,0,9.1312
454,FUR-TA-10001539,284.364,2,0.4,-75.8304
455,OFF-ST-10000142,665.408,2,0.2,66.5408
456,TEC-AC-10001772,63.88,4,0,24.9132
457,FUR-CH-10000225,129.568,2,0.2,-24.294
458,FUR-CH-10002331,747.558,3,0.3,-96.1146
459,OFF-EN-10001415,8.928,2,0.2,3.348
460,OFF-AP-10002472,103.92,4,0,36.372
461,TEC-AC-10004571,899.91,9,0,377.9622
462,OFF-BI-10001098,51.312,3,0.2,18.6006
463,FUR-FU-10000023,23.56,5,0.2,7.068
464,FUR-TA-10001889,1272.63,6,0.5,-814.4832
465,OFF-BI-10000315,28.485,5,0.7,-20.889
466,OFF-SU-10003505,185.376,2,0.2,-34.758
467,OFF-AP-10002578,78.272,2,0.2,5.8704
468,FUR-FU-10002918,254.744,7,0.6,-312.0614
469,FUR-BO-10002824,205.3328,2,0.32,-36.2352
470,OFF-BI-10002194,4.788,3,0.8,-7.9002
471,OFF-PA-10004071,55.48,1,0,26.6304
472,OFF-ST-10002743,340.92,3,0,3.4092
473,FUR-BO-10001601,222.666,2,0.15,10.4784
474,TEC-PH-10002680,703.968,4,0.2,87.996
475,OFF-ST-10001321,92.52,6,0,24.9804
476,OFF-PA-10001509,62.65,7,0,28.819
477,OFF-PA-10003465,94.85,5,0,45.528
478,TEC-PH-10000149,95.76,6,0.2,7.182
479,FUR-FU-10002671,40.2,3,0,19.296
480,OFF-AR-10003045,14.7,5,0,6.615
481,OFF-ST-10000689,704.25,5,0,84.51
482,TEC-AC-10001445,9.09,3,0,1.9089
483,OFF-AR-10002053,5.96,2,0,1.6688
484,TEC-AC-10002567,159.98,2,0,57.5928
485,OFF-LA-10003923,29.6,2,0,14.8
486,FUR-BO-10001337,514.165,5,0.15,-30.245
487,TEC-PH-10001924,279.96,5,0.2,17.4975
488,TEC-PH-10001363,2735.952,6,0.2,341.994
489,TEC-PH-10000376,7.992,1,0.2,0.5994
490,TEC-AC-10000303,63.984,2,0.2,10.3974
491,OFF-AR-10001953,70.368,2,0.2,6.1572
492,OFF-ST-10001809,449.15,5,0,8.983
493,OFF-EN-10003845,11.07,3,0,5.0922
494,TEC-AC-10000991,93.98,2,0,13.1572
495,FUR-TA-10001857,189.882,3,0.4,-94.941
496,OFF-EN-10001434,105.42,2,0,51.6558
497,OFF-BI-10002498,119.616,8,0.2,40.3704
498,FUR-FU-10004864,255.76,4,0,81.8432
499,FUR-CH-10002602,241.568,2,0.2,18.1176
500,FUR-FU-10000073,69.3,9,0,22.869
501,OFF-BI-10001670,22.62,2,0.7,-15.08
502,OFF-BI-10001658,14.952,2,0.7,-11.9616
503,FUR-CH-10001215,801.568,2,0.2,50.098
504,OFF-BI-10000831,2.376,3,0.7,-1.9008
505,OFF-PA-10000357,32.792,1,0.2,11.8871
506,OFF-BI-10003274,15.92,5,0.2,5.373
507,OFF-AR-10001662,2.74,1,0,0.7398
508,OFF-AR-10003856,8.34,3,0,2.1684
509,OFF-ST-10001228,46.74,3,0,11.685
510,OFF-BI-10003527,6354.95,5,0,3177.475
511,FUR-FU-10001290,126.3,3,0,40.416
512,TEC-AC-10002399,38.04,2,0,12.1728
513,OFF-AR-10002053,7.152,3,0.2,0.7152
514,OFF-AR-10003811,6.63,3,0,1.7901
515,OFF-AR-10001246,5.88,2,0,1.7052
